lattice_temperature_K,signed_q_2pi_over_a,direction,MLIP_plus_full_EPC_cm-1,DFT_TDEP_plus_same_full_EPC_cm-1,raw_DFT_TDEP_cm-1
450,-0.004,KG,1264.2910014879346,1304.413090886294,1303.9416944149878
450,-0.003666666666666666,KG,1264.1444042659775,1304.273778223614,1303.9374091924587
450,-0.003333333333333333,KG,1263.9887549147895,1304.1254559998276,1303.9334963011772
450,-0.003,KG,1263.8461553962693,1303.9895451841387,1303.9299558105433
450,-0.0026666666666666666,KG,1263.7326424973824,1303.8815876264198,1303.9267877859281
450,-0.002333333333333333,KG,1263.6072679169179,1303.7618947841368,1303.923992288658
450,-0.002,KG,1263.509853371564,1303.6690611212732,1303.9215693760032
450,-0.0016666666666666666,KG,1263.424528895882,1303.5877043887895,1303.9195191011643
450,-0.0013333333333333333,KG,1263.3411752737882,1303.5080162741372,1303.9178415132612
450,-0.001,KG,1263.283396115462,1303.4528722162568,1303.9165366573188
450,-0.0006666666666666666,KG,1263.229913290851,1303.401648929559,1303.9156045742566
450,-0.0003333333333333333,KG,1263.1901812402061,1303.3635087179337,1303.9150453008754
450,0.0,K,1263.1728534454821,1303.3468375754865,1303.9148588698445
450,0.0003333333333333333,KM,1263.1924136803225,1303.3656721387017,1303.9150453096927
450,0.0006666666666666666,KM,1263.230706739322,1303.4024162470294,1303.9156046447922
450,0.001,KM,1263.2811928756346,1303.450731217053,1303.9165368953502
450,0.0013333333333333333,KM,1263.3480277288068,1303.514644163582,1303.9178420773947
450,0.0016666666666666666,KM,1263.4210169257835,1303.5842744272613,1303.9195202027652
450,0.002,KM,1263.5121932188617,1303.6712836295214,1303.9215712791
450,0.002333333333333333,KM,1263.6162377051191,1303.7705164475624,1303.9239953098224
450,0.0026666666666666666,KM,1263.7247276357461,1303.8738092158223,1303.9267922941353
450,0.003,KM,1263.8576719061625,1304.0005544546937,1303.9299622270044
450,0.003333333333333333,KM,1263.9941001585703,1304.1304272895927,1303.933505099149
450,0.003666666666666666,KM,1264.1420131847672,1304.271181978547,1303.9374208970316
450,0.004,KM,1264.3117813934634,1304.4328698281881,1303.941709602847
450,0.004333333333333333,KM,1264.4784720306463,1304.5913249323664,1303.9463711945102
450,0.004666666666666666,KM,1264.6664116010998,1304.7701255810825,1303.9514056456462
450,0.004999999999999999,KM,1264.8636760764487,1304.9577144356433,1303.9568129255817
450,0.005333333333333333,KM,1265.059135357724,1305.1433031933425,1303.9625929993306
450,0.005666666666666667,KM,1265.2793306883873,1305.3526178669326,1303.9687458275873
450,0.006,KM,1265.4969231050447,1305.5591590497008,1303.9752713667135
450,0.006333333333333333,KM,1265.7214491673071,1305.7721703684972,1303.9821695687308
450,0.006666666666666666,KM,1265.9635013314823,1306.0019195231198,1303.9894403813082
450,0.007,KM,1266.198329056109,1306.2244148719424,1303.997083747756
450,0.007333333333333332,KM,1266.448931345954,1306.4619504206448,1304.0050996070095
450,0.007666666666666666,KM,1266.7039627214965,1306.7035284618871,1304.0134878936265
450,0.008,KM,1266.9552547623,1306.94123045379,1304.022248537774
450,0.008333333333333333,KM,1267.222703754198,1307.1943438650408,1304.0313814652181
450,0.008666666666666666,KM,1267.4861155221095,1307.4432922735443,1304.040886597318
450,0.009,KM,1267.7527405241797,1307.6951042651503,1304.0507638510126
450,0.009333333333333332,KM,1268.0287705643073,1307.955782600964,1304.0610131388162
450,0.009666666666666667,KM,1268.2991774889213,1308.210757932867,1304.0716343688055
450,0.009999999999999998,KM,1268.5775261342171,1308.4731810273317,1304.082627444612
450,0.010333333333333333,KM,1268.8570349438794,1308.7364772525646,1304.093992265416
450,0.010666666666666666,KM,1269.1332772023356,1308.996354620316,1304.1057287259341
450,0.011,KM,1269.416157341058,1309.262415810357,1304.1178367164132
450,0.011333333333333334,KM,1269.6962756133678,1309.5255472263439,1304.1303161226208
450,0.011666666666666667,KM,1269.977170424557,1309.7891794518507,1304.1431668258392
450,0.012,KM,1270.2604984623963,1310.0549187963366,1304.156388702855
450,0.012333333333333332,KM,1270.5414431849338,1310.3180949864882,1304.1699816259527
450,0.012666666666666666,KM,1270.823574041184,1310.5821689681256,1304.1839454629069
450,0.013,KM,1271.1053350796883,1310.8456319657946,1304.1982800769727
450,0.013333333333333332,KM,1271.3861749449625,1311.1079492508018,1304.2129853268823
450,0.013666666666666667,KM,1271.6655147609392,1311.3685593728187,1304.2280610668338
450,0.014,KM,1271.9452725858819,1311.6293222324236,1304.2435071464854
450,0.014333333333333333,KM,1272.224644561011,1311.8894582779374,1304.2593234109493
450,0.014666666666666665,KM,1272.5011893997603,1312.1465999477632,1304.2755097007837
450,0.015,KM,1272.7793358034094,1312.4050420474375,1304.2920658519865
450,0.015333333333333332,KM,1273.0537531433283,1312.6596148941778,1304.3089916959877
450,0.015666666666666666,KM,1273.327242254259,1312.9130346574063,1304.3262870596468
450,0.016,KM,1273.6029100687213,1313.168314627828,1304.3439517652396
450,0.01633333333333333,KM,1273.871821240758,1313.4167886673608,1304.3619856304583
450,0.016666666666666666,KM,1274.1428309180496,1313.6670451143375,1304.3803884684025
450,0.017,KM,1274.4123657921343,1313.915618287776,1304.3991600875743
450,0.017333333333333333,KM,1274.675982816276,1314.1581986001986,1304.4183002918726
450,0.017666666666666664,KM,1274.9450407386648,1314.4058034821553,1304.437808880586
450,0.018,KM,1275.2078150293007,1314.6470605850577,1304.4576856483905
450,0.018333333333333333,KM,1275.4691109099442,1314.886630766174,1304.4779303853402
450,0.018666666666666665,KM,1275.734600754376,1315.1300164909699,1304.498542876866
450,0.019,KM,1275.9896983005851,1315.3630685132423,1304.5195229037681
450,0.019333333333333334,KM,1276.2488560908764,1315.5998065194208,1304.5408702422135
450,0.019666666666666666,KM,1276.5069886629228,1315.8352974567936,1304.5625846637279
450,0.019999999999999997,KM,1276.7571565047244,1316.0628091495773,1304.5846659351946
450,0.02033333333333333,KM,1277.0150646455336,1316.2975775557557,1304.6071138188495
450,0.020666666666666667,KM,1277.2643052306316,1316.5236848088337,1304.6299280722744
450,0.020999999999999998,KM,1277.5120403832427,1316.7480792043102,1304.6531084483963
450,0.021333333333333333,KM,1277.7656571467985,1316.97792792461,1304.676654695482
450,0.021666666666666667,KM,1278.0067928626102,1317.1954152337066,1304.7005665571348
450,0.022,KM,1278.2539762317126,1317.4185183491584,1304.72484377229
450,0.022333333333333334,KM,1278.4997296775423,1317.6399824564767,1304.7494860752136
450,0.02266666666666667,KM,1278.735495076304,1317.8515035792043,1304.7744931954958
450,0.023,KM,1278.98107500174,1318.072296521691,1304.7998648580517
450,0.023333333333333334,KM,1279.2171165859775,1318.2835828689376,1304.825600783116
450,0.02366666666666667,KM,1279.4523922842766,1318.4938749001012,1304.8517006862423
450,0.024,KM,1279.6946275241155,1318.7106696860315,1304.8781642782972
450,0.024333333333333332,KM,1279.9219687139637,1318.9127604649157,1304.904991265462
450,0.024666666666666663,KM,1280.1563856264868,1319.1214672677295,1304.9321813492274
450,0.024999999999999998,KM,1280.3895010937729,1319.328660983924,1304.9597342263928
450,0.025333333333333333,KM,1280.611733209662,1319.5250424936346,1304.9876495890653
450,0.025666666666666664,KM,1280.8457746470297,1319.7326353334388,1305.0159271246553
450,0.026,KM,1281.0694093458012,1319.929878707434,1305.0445665158784
450,0.026333333333333334,KM,1281.2913901185254,1320.1252675207274,1305.0735674407508
450,0.026666666666666665,KM,1281.5207703544936,1320.3275892892277,1305.1029295725916
450,0.027,KM,1281.7336747526485,1320.5136707688116,1305.1326525800177
450,0.027333333333333334,KM,1281.9552415523017,1320.7079117230987,1305.1627361269475
450,0.027666666666666666,KM,1282.1771861914349,1320.9022714951207,1305.1931798725964
450,0.028,KM,1282.3888887971007,1321.086441705297,1305.2239834714778
450,0.028333333333333335,KM,1282.614365933873,1321.283735651281,1305.2551465734043
450,0.028666666666666667,KM,1282.8288875407882,1321.4701478659251,1305.2866688234844
450,0.029,KM,1283.0422343577936,1321.6551729173405,1305.3185498621253
450,0.02933333333333333,KM,1283.264463587801,1321.8485747764705,1305.3507893250328
450,0.029666666666666664,KM,1283.469674769217,1322.0252094630978,1305.38338684321
450,0.03,KM,1283.6839056846723,1322.2103551973983,1305.4163420429593
450,0.03033333333333333,KM,1283.8973965126754,1322.3945374431153,1305.4496545458828
450,0.030666666666666665,KM,1284.0991167744362,1322.5670469576328,1305.4833239688844
450,0.031,KM,1284.3146198413558,1322.7526940957628,1305.5173499241675
450,0.03133333333333333,KM,1284.5177089866795,1322.9260442723828,1305.551732019241
450,0.03166666666666666,KM,1284.7199278954429,1323.09830584165,1305.5864698569173
450,0.032,KM,1284.932034216329,1323.2799251324072,1305.6215630353154
450,0.03233333333333333,KM,1285.1265408468869,1323.44421217872,1305.657011147862
450,0.03266666666666666,KM,1285.3312135664676,1323.6181287148152,1305.6928137832952
450,0.033,KM,1285.5354184119124,1323.7913494422685,1305.7289705256633
450,0.03333333333333333,KM,1285.7273296038043,1323.95239051764,1305.7654809543328
450,0.033666666666666664,KM,1285.9334580394598,1324.1269976928156,1305.8023446439847
450,0.034,KM,1286.126392466754,1324.2885513555032,1305.8395611646213
450,0.034333333333333334,KM,1286.3190535661763,1324.4495996913106,1305.8771300815674
450,0.034666666666666665,KM,1286.5228403184062,1324.6212143803057,1305.915050955476
450,0.034999999999999996,KM,1286.7083047854244,1324.7747951617841,1305.9533233423265
450,0.03533333333333333,KM,1286.904800567445,1324.9388520743692,1305.9919467934342
450,0.035666666666666666,KM,1287.1012356867643,1325.1026127731309,1306.0309208554502
450,0.036,KM,1287.285220808074,1325.2540434925254,1306.0702450703657
450,0.03633333333333333,KM,1287.485082402333,1325.4206595241226,1306.1099189755168
450,0.03666666666666667,KM,1287.671906476873,1325.5743756111033,1306.1499421035896
450,0.037,KM,1287.8584792642207,1325.7276122858418,1306.1903139826222
450,0.03733333333333333,KM,1288.0565231443384,1325.8917580536497,1306.231034136011
450,0.03766666666666667,KM,1288.2359137459225,1326.0375489588398,1306.2721020825152
450,0.038,KM,1288.427052550528,1326.1945197663433,1306.313517336262
450,0.03833333333333333,KM,1288.6182483797218,1326.3513136092229,1306.3552794067512
450,0.03866666666666667,KM,1288.7964569300837,1326.495257600298,1306.3973877988615
450,0.039,KM,1288.9909943566008,1326.6548351627066,1306.4398420128534
450,0.03933333333333333,KM,1289.1721022302834,1326.8011339963073,1306.4826415443802
450,0.03966666666666667,KM,1289.352988577594,1326.9469874635631,1306.5257858844868
450,0.039999999999999994,KM,1289.5451777483634,1327.1035944723924,1306.5692745196222
